r_hist_0,r_hist_1,r_hist_2,r_hist_3,r_hist_4,r_hist_5,r_hist_6,r_hist_7,r_hist_8,r_hist_9,r_hist_10,r_hist_11,r_hist_12,r_hist_13,r_hist_14,r_hist_15,g_hist_0,g_hist_1,g_hist_2,g_hist_3,g_hist_4,g_hist_5,g_hist_6,g_hist_7,g_hist_8,g_hist_9,g_hist_10,g_hist_11,g_hist_12,g_hist_13,g_hist_14,g_hist_15,b_hist_0,b_hist_1,b_hist_2,b_hist_3,b_hist_4,b_hist_5,b_hist_6,b_hist_7,b_hist_8,b_hist_9,b_hist_10,b_hist_11,b_hist_12,b_hist_13,b_hist_14,b_hist_15,haralick_contrast,haralick_dissimilarity,haralick_homogeneity,haralick_energy,haralick_correlation,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,image_path,label,split
0.0,0.0,0.0,0.0,0.0,0.0,1.0,435.0,6548.0,21856.0,15542.0,4018.0,0.0,0.0,0.0,0.0,0.0,15.0,95.0,481.0,2048.0,6050.0,11582.0,13504.0,7656.0,4328.0,2360.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,449.0,3226.0,6756.0,11060.0,12286.0,8718.0,4156.0,1672.0,62.0,0.0,0.0,0.0,27.447696139476964,3.8829389788293893,0.24263989689779103,0.02987093632100587,0.965682035491826,0.0012747979908361898,2.132279667722851e-09,5.3623715869434e-12,2.4594632468089153e-12,-2.52305100473567e-24,1.0856481678640459e-16,8.56803671992175e-24,ISIC_0032929_orig.jpg,bkl,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1027.0,2236.0,3848.0,5025.0,6590.0,10209.0,15353.0,3963.0,0.0,0.0,4.0,342.0,3431.0,5916.0,6392.0,6315.0,7642.0,8428.0,7702.0,2188.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,797.0,5028.0,7046.0,7834.0,8226.0,8246.0,6986.0,3659.0,528.0,25.0,4.0,0.0,33.897364051473645,4.205085097550851,0.22544391277999407,0.023501331079259617,0.9813442344373462,0.0011980247150560283,1.5296128271994628e-09,3.7670063598687564e-13,1.8252364905351123e-12,-1.3052374956449924e-24,-7.124791198873827e-17,-7.661455129764556e-25,ISIC_0031257_orig.jpg,df,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,652.0,36291.0,11446.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1449.0,7695.0,14405.0,15699.0,8177.0,857.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,68.0,984.0,6919.0,14377.0,17241.0,8052.0,713.0,8.0,2.0,0.0,0.0,0.0,11.065317559153177,2.3772312162723126,0.3602973394515753,0.04915669983361177,0.9618692610419217,0.0010350235029803752,2.8609305082443177e-10,1.363959444299184e-13,2.131098107072737e-13,-2.4699278279614016e-26,-2.820526367030162e-19,-2.6646964510431414e-26,ISIC_0031108_orig.jpg,akiec,0
313.0,163.0,133.0,141.0,220.0,350.0,559.0,927.0,1782.0,4642.0,8535.0,11266.0,9701.0,7528.0,2126.0,14.0,777.0,669.0,1060.0,1578.0,1828.0,1903.0,2631.0,5797.0,6851.0,8955.0,6728.0,6110.0,3266.0,245.0,2.0,0.0,477.0,540.0,909.0,1397.0,1763.0,1910.0,2851.0,4898.0,7177.0,7744.0,7201.0,5515.0,4252.0,1600.0,165.0,1.0,105.26097965960979,5.326940639269407,0.2426208022049516,0.02320334965628615,0.9663688362695334,0.0010674023424453068,9.97141260018536e-10,4.754353762251023e-12,2.1050607604340518e-12,-6.659505757260506e-24,-3.707403610392266e-17,1.1972332071546705e-26,ISIC_0033483_orig.jpg,bcc,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,427.0,2302.0,8250.0,33761.0,3659.0,0.0,0.0,0.0,186.0,1040.0,1886.0,2797.0,3568.0,14711.0,23630.0,577.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,960.0,1889.0,2300.0,2189.0,2803.0,15825.0,20086.0,2222.0,116.0,1.0,0.0,0.0,0.0,11.69510170195102,2.443960149439602,0.35603913889926797,0.05981639375513769,0.9801711168266295,0.0010495008356322276,1.3904075332626217e-10,2.0440652811495499e-13,1.4336472950130173e-13,2.4518651070566245e-26,1.6817994031068524e-18,-1.0714633351680628e-27,ISIC_0029312_orig.jpg,nv,0
0.0,0.0,0.0,0.0,0.0,3.0,144.0,613.0,1097.0,1036.0,694.0,719.0,1303.0,8009.0,22272.0,12510.0,0.0,958.0,1692.0,810.0,586.0,572.0,707.0,1268.0,7123.0,31627.0,3057.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2251.0,1129.0,659.0,608.0,602.0,750.0,3144.0,15698.0,20249.0,3168.0,0.0,0.0,0.0,0.0,7.077106683271068,1.8744914902449148,0.421805984005266,0.06381723826474689,0.9960798726085872,0.0010277677647759797,6.171611955512897e-10,7.738579783862517e-13,5.094125747429768e-12,-8.652427725433598e-24,-1.2575679953135285e-16,-5.2377691695984936e-24,ISIC_0026309_orig.jpg,nv,0
0.0,76.0,294.0,435.0,785.0,1105.0,1493.0,1987.0,2650.0,3903.0,5460.0,6989.0,7444.0,7326.0,6212.0,2241.0,8.0,348.0,654.0,1210.0,1795.0,2750.0,3950.0,5729.0,7206.0,7999.0,7409.0,5394.0,2509.0,959.0,362.0,118.0,1.0,363.0,858.0,1408.0,2132.0,3324.0,4704.0,6138.0,7154.0,7436.0,6472.0,4334.0,2250.0,1157.0,494.0,175.0,515.1279991697801,16.560253217102535,0.08177190717484306,0.011379731801663755,0.8440163870570688,0.0009730536357963734,1.3705809544617923e-09,2.73528528930892e-12,9.547617276284764e-15,1.4597708254344872e-27,-8.194172158826044e-20,4.996756398993389e-28,ISIC_0026343_orig.jpg,bcc,0
0.0,3.0,14.0,25.0,40.0,66.0,147.0,428.0,3865.0,14085.0,18546.0,11176.0,5.0,0.0,0.0,0.0,4.0,25.0,49.0,104.0,708.0,4389.0,10624.0,13789.0,15458.0,3176.0,74.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,47.0,128.0,406.0,1783.0,5013.0,7987.0,10370.0,12051.0,8907.0,1660.0,23.0,1.0,0.0,0.0,17.922291407222914,3.021419676214197,0.30567671694560744,0.038502076663862586,0.9709787238702747,0.0012736613627737999,8.454208423352864e-11,2.895587757344661e-12,2.0926148164171092e-12,4.8909870863506445e-24,-1.5530930372998108e-17,-1.6162800148440643e-24,ISIC_0029425_orig.jpg,bkl,0
0.0,0.0,0.0,0.0,2.0,84.0,491.0,1150.0,2676.0,5691.0,19338.0,18552.0,416.0,0.0,0.0,0.0,1.0,86.0,594.0,969.0,1887.0,3050.0,4805.0,9735.0,22709.0,4478.0,85.0,1.0,0.0,0.0,0.0,0.0,163.0,762.0,880.0,1102.0,1775.0,2016.0,2665.0,4170.0,8186.0,17074.0,8927.0,661.0,16.0,2.0,1.0,0.0,17.34703196347032,2.863760896637609,0.32180125631651757,0.04571869488000376,0.9827386814423408,0.0012858341710375344,5.946348605590381e-10,1.2102407711941157e-13,1.4328869788431577e-13,-1.038554733282464e-27,1.6048430898408917e-18,1.8840610786753196e-26,ISIC_0026622_orig.jpg,mel,0
4148.0,1199.0,768.0,917.0,1110.0,1573.0,1748.0,2320.0,5360.0,10219.0,15306.0,3731.0,1.0,0.0,0.0,0.0,4472.0,1564.0,1087.0,1384.0,1837.0,1835.0,2502.0,5240.0,9444.0,10157.0,8159.0,719.0,0.0,0.0,0.0,0.0,4112.0,1614.0,893.0,1094.0,1376.0,1692.0,1791.0,2753.0,5389.0,9412.0,10209.0,7236.0,825.0,4.0,0.0,0.0,33.22791614777916,3.761623080116231,0.2977628654584658,0.0336903711561897,0.9936652529440415,0.0011962842939418103,1.8727957568722286e-08,9.868362736971489e-13,6.368232860747694e-13,3.9823541000085547e-25,8.288831286161925e-17,-3.1027196860790216e-25,ISIC_0033899_orig.jpg,bkl,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,2510.0,4584.0,26139.0,14407.0,0.0,0.0,0.0,0.0,3.0,172.0,836.0,1355.0,751.0,728.0,1011.0,3502.0,21180.0,18860.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,181.0,664.0,1454.0,1153.0,856.0,3196.0,19247.0,20385.0,1257.0,0.0,6.223951847239519,1.6937318389373184,0.45331589691202123,0.06772464059933879,0.9925155481398018,0.0009439769294483173,3.135215991089909e-11,1.0875248749764639e-13,2.60289996774309e-13,-4.3331243613274353e-26,-1.4378842294354998e-18,6.3435056378183556e-27,ISIC_0025599_orig.jpg,vasc,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.0,463.0,5196.0,23183.0,19482.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,488.0,2247.0,7847.0,18077.0,16088.0,3532.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,689.0,1399.0,3176.0,9238.0,15797.0,12893.0,4558.0,513.0,36.0,1.0,0.0,27.311872146118727,3.986010792860108,0.22709691589628134,0.03589729315036363,0.9284399105055146,0.0010065569535358152,5.063679414833256e-10,5.487540794838882e-14,3.992648911171736e-14,1.466616398175668e-27,7.589938199668951e-19,1.1583328969698295e-27,ISIC_0033945_orig.jpg,bkl,0
0.0,0.0,7.0,107.0,207.0,253.0,331.0,482.0,663.0,752.0,834.0,868.0,900.0,1088.0,4460.0,37448.0,39.0,496.0,761.0,957.0,969.0,918.0,720.0,650.0,744.0,852.0,2983.0,13347.0,24287.0,677.0,0.0,0.0,0.0,505.0,1044.0,997.0,1052.0,837.0,646.0,579.0,703.0,1185.0,3114.0,11133.0,21660.0,4945.0,0.0,0.0,39.72513491075136,3.1578870900788716,0.3984262242211847,0.06838871020150057,0.9869511428942744,0.0008976722287940132,1.8139294255074058e-11,2.6453300149540155e-14,1.301363557256829e-13,4.7645584223522814e-27,-5.299493732587661e-19,5.966569637790921e-27,ISIC_0026206_orig.jpg,akiec,0
0.0,0.0,7.0,75.0,168.0,303.0,469.0,1667.0,2866.0,4605.0,8773.0,13109.0,11503.0,4855.0,0.0,0.0,0.0,65.0,324.0,945.0,1640.0,3046.0,4328.0,6281.0,7412.0,7036.0,6633.0,7495.0,3195.0,0.0,0.0,0.0,0.0,42.0,189.0,753.0,1487.0,1931.0,3199.0,4584.0,6893.0,8425.0,7475.0,6535.0,5905.0,982.0,0.0,0.0,87.47882938978829,5.03777501037775,0.2565512672310821,0.025439055689736752,0.9604547591647692,0.001077063643227905,1.110130248807878e-09,3.935858058749706e-12,5.941119398089202e-12,2.870563834908802e-23,-1.4243533024409862e-16,-1.16101050602724e-24,ISIC_0026978_orig.jpg,bcc,0
0.0,0.0,0.0,45.0,135.0,306.0,666.0,1590.0,2631.0,5028.0,8930.0,17091.0,11899.0,79.0,0.0,0.0,0.0,4.0,189.0,572.0,1132.0,2220.0,4179.0,8359.0,14688.0,11495.0,4852.0,671.0,39.0,0.0,0.0,0.0,0.0,0.0,25.0,359.0,629.0,1101.0,1832.0,2590.0,4486.0,8483.0,13558.0,10502.0,4109.0,659.0,67.0,0.0,35.472146118721454,3.9974263179742624,0.2649126383853138,0.030658069426582852,0.9702108117809537,0.0011456080293714638,2.6910080869688714e-10,8.24741401672709e-13,4.4985481401888354e-13,-2.576050370652363e-25,-7.366104649360572e-18,9.338889646231788e-26,ISIC_0034123_orig.jpg,bcc,0
370.0,1627.0,1533.0,928.0,531.0,370.0,395.0,466.0,626.0,1086.0,3227.0,6839.0,15224.0,13856.0,1322.0,0.0,521.0,2104.0,1561.0,900.0,488.0,508.0,654.0,1290.0,4131.0,11554.0,17696.0,6955.0,38.0,0.0,0.0,0.0,368.0,1135.0,1196.0,1147.0,943.0,805.0,711.0,937.0,2155.0,8145.0,15973.0,14060.0,825.0,0.0,0.0,0.0,22.15842673308427,2.6935865504358656,0.3759429515201792,0.044308477055017656,0.9947462567488237,0.0010810612398860582,5.051767839165224e-10,3.8615733510580734e-12,2.0908812864935395e-13,1.839060623008713e-25,-4.4136349067487994e-18,-3.842848639033536e-26,ISIC_0033969_orig.jpg,vasc,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,59.0,1767.0,13309.0,31247.0,1983.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,588.0,3223.0,10278.0,20962.0,12332.0,972.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1253.0,5696.0,13994.0,19533.0,7388.0,445.0,1.0,0.0,0.0,0.0,0.0,23.130884184308847,3.419136571191366,0.27980020448087767,0.0428739259494709,0.9248708585773817,0.0010948695380365385,5.435162509724268e-10,1.750321090016913e-13,1.1188106496022773e-13,1.1509382768738325e-26,2.5878418248757476e-18,-1.0614096684319567e-26,ISIC_0030877_orig.jpg,akiec,0
0.0,0.0,5.0,11.0,3.0,13.0,22.0,55.0,121.0,264.0,1557.0,7027.0,22420.0,16725.0,92.0,85.0,1.0,9.0,11.0,13.0,86.0,282.0,1279.0,6191.0,17812.0,17472.0,5026.0,88.0,36.0,37.0,30.0,27.0,0.0,10.0,15.0,105.0,588.0,2240.0,8400.0,18604.0,13979.0,2569.0,824.0,716.0,222.0,40.0,30.0,58.0,79.38474470734745,4.638667496886675,0.24802617840492255,0.03759588023069388,0.8221270122467522,0.001060387955127228,6.6749717964861824e-12,7.249578302207325e-13,1.29744674365882e-13,1.9054745227193726e-26,2.2701376653404993e-20,3.4932547443333193e-26,ISIC_0030442_orig.jpg,df,0
0.0,0.0,0.0,165.0,695.0,1316.0,1852.0,2259.0,1970.0,1318.0,1128.0,1538.0,13154.0,22783.0,130.0,92.0,0.0,754.0,3154.0,3455.0,1672.0,1055.0,856.0,1025.0,1648.0,7844.0,25739.0,1031.0,60.0,36.0,37.0,34.0,31.0,383.0,2767.0,3626.0,2405.0,1254.0,900.0,780.0,1007.0,1933.0,7239.0,18877.0,6660.0,377.0,72.0,89.0,28.797426317974264,3.2145288501452884,0.314655731864412,0.05210601876839148,0.9927088621615625,0.0011969252677621674,3.082473582962853e-10,8.625017112103498e-14,2.457139340492135e-12,3.8701468418718653e-25,3.414388601275666e-17,1.062895216724351e-24,ISIC_0024688_orig.jpg,mel,0
0.0,0.0,0.0,0.0,0.0,127.0,577.0,1328.0,1342.0,1274.0,1261.0,1801.0,3232.0,19670.0,17702.0,86.0,0.0,1073.0,2262.0,1448.0,964.0,1048.0,1191.0,2135.0,3915.0,27067.0,7295.0,2.0,0.0,0.0,0.0,0.0,0.0,576.0,2809.0,1630.0,1089.0,1036.0,1312.0,1818.0,3340.0,18646.0,15730.0,414.0,0.0,0.0,0.0,0.0,46.09474885844749,3.7436488169364885,0.3218051177118771,0.05494766727096434,0.9809979580469625,0.0010910105394215425,1.446555058258941e-09,8.393121079085415e-13,7.262982514199409e-12,-7.819645421871515e-24,-2.6148489147613005e-16,1.6137469802530353e-23,ISIC_0032255_orig.jpg,nv,0
0.0,0.0,0.0,0.0,14.0,100.0,136.0,150.0,160.0,173.0,306.0,779.0,4431.0,12887.0,17318.0,11946.0,5.0,326.0,310.0,266.0,469.0,756.0,1516.0,3644.0,13608.0,17391.0,10003.0,106.0,0.0,0.0,0.0,0.0,0.0,405.0,348.0,541.0,648.0,816.0,1537.0,2270.0,11266.0,24244.0,6178.0,147.0,0.0,0.0,0.0,0.0,14.429078455790782,2.6233084267330837,0.3399488449539379,0.044163190767563906,0.9853453565762745,0.0010061881495767905,1.544187770123342e-11,6.72780770456294e-13,1.157983481978774e-12,-9.62837767402177e-25,-4.534481505322635e-18,3.4295355116169586e-25,ISIC_0031774_orig.jpg,nv,0
0.0,204.0,99.0,436.0,359.0,414.0,555.0,973.0,1672.0,5083.0,11068.0,18436.0,9101.0,0.0,0.0,0.0,194.0,308.0,576.0,616.0,808.0,1506.0,4397.0,10148.0,16276.0,12844.0,727.0,0.0,0.0,0.0,0.0,0.0,116.0,190.0,607.0,623.0,1080.0,1349.0,2309.0,4883.0,8564.0,13182.0,12734.0,2726.0,37.0,0.0,0.0,0.0,15.240535491905355,2.9551058530510588,0.2893810936190223,0.036507157831902864,0.9883817834864683,0.0010622915661149261,1.159830972250215e-09,2.010666197813046e-12,5.704818597737608e-14,1.514669433570463e-26,1.6831974214146116e-18,-1.1995169921285764e-26,ISIC_0024770_orig.jpg,bkl,0
0.0,0.0,512.0,385.0,172.0,176.0,214.0,293.0,362.0,657.0,2051.0,8219.0,12657.0,19905.0,2797.0,0.0,0.0,730.0,215.0,229.0,262.0,369.0,773.0,1349.0,4644.0,11763.0,18949.0,9064.0,53.0,0.0,0.0,0.0,13.0,762.0,237.0,337.0,525.0,997.0,2040.0,4039.0,8172.0,14426.0,13757.0,2989.0,106.0,0.0,0.0,0.0,31.357679535076798,3.5952054794520554,0.27207139087447146,0.03663327559378298,0.9794252541239239,0.0009238466612200427,2.1223470397463704e-10,2.9469558580748085e-12,2.2843945275596292e-15,-1.8368464977589495e-28,-1.559387629001481e-20,-3.7291586504127736e-29,ISIC_0031002_orig.jpg,df,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,3353.0,9153.0,14995.0,17497.0,2723.0,0.0,0.0,0.0,0.0,80.0,432.0,836.0,727.0,1364.0,5852.0,15074.0,18575.0,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,124.0,717.0,3998.0,11478.0,19578.0,11970.0,530.0,1.0,0.0,0.0,0.0,7.887484433374844,2.0400373599003734,0.39069952113223794,0.04662268192271208,0.9877960514380468,0.0010580070715512633,2.6532164789737614e-10,2.8229001582466437e-13,7.187196445419144e-13,-2.88180610817545e-25,-2.240042721014211e-18,-1.474958303827683e-25,ISIC_0032614_orig.jpg,vasc,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,311.0,389.0,445.0,957.0,26463.0,19770.0,0.0,0.0,0.0,0.0,0.0,2.0,161.0,260.0,287.0,329.0,419.0,2063.0,22295.0,22277.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,232.0,240.0,223.0,253.0,279.0,281.0,713.0,6615.0,31929.0,7562.0,0.0,0.0,10.444520547945205,2.361623080116231,0.3549172433882875,0.067353902346413,0.970193702813202,0.0009033131367837167,2.074856051323425e-11,4.915111230664662e-14,4.739457811649091e-15,-3.3509598755548283e-29,1.5410977622545022e-20,6.410716391278176e-29,ISIC_0026440_orig.jpg,nv,0
0.0,0.0,0.0,0.0,2.0,18.0,80.0,375.0,955.0,4099.0,16390.0,23879.0,2602.0,0.0,0.0,0.0,0.0,1.0,35.0,126.0,345.0,622.0,930.0,1439.0,3573.0,10971.0,17576.0,12280.0,502.0,0.0,0.0,0.0,1.0,13.0,116.0,268.0,423.0,644.0,766.0,1178.0,1735.0,4282.0,11509.0,18101.0,9202.0,162.0,0.0,0.0,13.504026567040269,2.371938563719386,0.38700219520564855,0.047784347817287166,0.9830805732195518,0.0010098650475992216,2.7405174921702804e-10,7.526046266658293e-13,5.552964000353925e-13,1.95827870579725e-25,-5.30511400711203e-18,-3.0086270585793587e-25,ISIC_0026714_orig.jpg,bkl,0
