r_hist_0,r_hist_1,r_hist_2,r_hist_3,r_hist_4,r_hist_5,r_hist_6,r_hist_7,r_hist_8,r_hist_9,r_hist_10,r_hist_11,r_hist_12,r_hist_13,r_hist_14,r_hist_15,g_hist_0,g_hist_1,g_hist_2,g_hist_3,g_hist_4,g_hist_5,g_hist_6,g_hist_7,g_hist_8,g_hist_9,g_hist_10,g_hist_11,g_hist_12,g_hist_13,g_hist_14,g_hist_15,b_hist_0,b_hist_1,b_hist_2,b_hist_3,b_hist_4,b_hist_5,b_hist_6,b_hist_7,b_hist_8,b_hist_9,b_hist_10,b_hist_11,b_hist_12,b_hist_13,b_hist_14,b_hist_15,haralick_contrast,haralick_dissimilarity,haralick_homogeneity,haralick_energy,haralick_correlation,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,image_path,label,split
0.0,19.0,10.0,21.0,33.0,56.0,94.0,170.0,383.0,1409.0,3849.0,8418.0,17407.0,15582.0,919.0,30.0,11.0,22.0,29.0,47.0,98.0,235.0,917.0,3781.0,11447.0,18891.0,11817.0,1027.0,51.0,20.0,7.0,0.0,6.0,19.0,25.0,41.0,89.0,238.0,863.0,2736.0,7984.0,15366.0,15671.0,4878.0,403.0,46.0,27.0,8.0,47.78555417185556,5.012245745122459,0.19397753487179428,0.030885157207590185,0.9197507242586968,0.0009804636706546984,4.166890495973375e-10,1.5058970612973526e-13,7.693510772275286e-14,3.5685674601179198e-28,4.35242187809702e-19,8.273339924913312e-27,ISIC_0032947_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0,637.0,5466.0,18119.0,20113.0,3964.0,0.0,0.0,0.0,0.0,1.0,32.0,308.0,1486.0,4701.0,10619.0,12966.0,9057.0,7384.0,1846.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,115.0,450.0,1836.0,5133.0,10155.0,13000.0,11716.0,5501.0,478.0,0.0,0.0,0.0,25.765898713158983,3.6724989622249886,0.26483609067210623,0.031457690982404134,0.9662783467684202,0.0011002705020142327,7.921386322531736e-10,1.4684545221696788e-12,2.127463730591344e-12,2.365134671922949e-24,-3.956019005835979e-18,-2.923364396496699e-24,ISIC_0026729_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,210.0,489.0,1072.0,4947.0,31630.0,10036.0,0.0,0.0,0.0,0.0,24.0,235.0,429.0,764.0,2339.0,4703.0,5737.0,9336.0,16702.0,7917.0,214.0,0.0,0.0,0.0,0.0,0.0,61.0,277.0,573.0,1559.0,2093.0,3362.0,3438.0,5522.0,6009.0,15498.0,9850.0,158.0,0.0,13.571336654213365,2.5106475716064756,0.3526921398789355,0.046368119606236,0.9852959350937953,0.0009424531741438967,3.303267462504393e-11,1.6935103190842438e-13,2.901540296813122e-14,-9.096310661065724e-28,1.199977343513396e-19,-1.819191689741868e-27,ISIC_0030191_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,2.0,2.0,55.0,186.0,618.0,3791.0,14115.0,20214.0,9306.0,111.0,0.0,0.0,0.0,1.0,10.0,141.0,365.0,1867.0,4328.0,10959.0,14624.0,10789.0,4979.0,337.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,75.0,252.0,854.0,1991.0,4145.0,8319.0,12332.0,11790.0,7003.0,1631.0,3.0,0.0,0.0,41.45361145703612,3.7256330427563307,0.2882731329310899,0.03433947799902174,0.9434902171373283,0.0011061544683394,1.1466584978576682e-09,8.48380194522392e-13,1.3605109485972436e-12,1.2918043174343957e-24,-9.61939780782869e-18,-6.8389388524062305e-25,ISIC_0031292_orig.jpg,akiec,0
9.0,12.0,6.0,11.0,15.0,619.0,1717.0,1729.0,3556.0,8426.0,17061.0,15228.0,11.0,0.0,0.0,0.0,22.0,9.0,516.0,1539.0,1558.0,2846.0,4745.0,8429.0,11497.0,14151.0,3078.0,9.0,1.0,0.0,0.0,0.0,7.0,21.0,98.0,608.0,1327.0,1126.0,2244.0,3944.0,8163.0,14225.0,13170.0,3434.0,18.0,11.0,3.0,1.0,33.18935242839352,2.9342673308426734,0.3527207593853735,0.038857481096398236,0.9747358126921184,0.001116811977063182,5.524671260326617e-09,2.641879764916327e-12,2.1974332947884347e-12,5.293853508751582e-24,-1.625300746351526e-16,8.664027349439888e-26,ISIC_0024511_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,110.0,579.0,1322.0,2382.0,15499.0,28357.0,137.0,0.0,0.0,0.0,0.0,0.0,31.0,214.0,807.0,1260.0,1509.0,2299.0,8247.0,27820.0,6176.0,37.0,0.0,0.0,0.0,0.0,0.0,68.0,403.0,1018.0,1015.0,1240.0,1403.0,1745.0,3859.0,9772.0,15738.0,10998.0,1121.0,20.0,18.04914902449149,2.891033623910337,0.32080975259610556,0.051574024776605845,0.9742840308658781,0.0009170398010083302,2.3322493416988475e-12,1.0013728491424595e-13,2.4601417767298977e-14,1.1694837444211355e-27,1.6364896727078016e-20,3.5114510433849585e-28,ISIC_0029268_orig.jpg,akiec,0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,58.0,1236.0,5720.0,18763.0,20865.0,1749.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,185.0,1054.0,4037.0,9833.0,13388.0,13453.0,6277.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,53.0,331.0,869.0,2485.0,7259.0,11823.0,12400.0,9769.0,3308.0,99.0,0.0,20.634516396845164,3.3608758821087594,0.26671402007296013,0.0339558207247905,0.9668507773289531,0.0009146021466151606,4.8595220582432215e-11,2.029482877686498e-13,1.5556454913982108e-14,2.6675868390586437e-28,-8.18515436095905e-20,8.323952877229076e-28,ISIC_0031922_orig.jpg,akiec,0
1.0,5.0,7.0,9.0,18.0,14.0,35.0,38.0,265.0,2785.0,10454.0,19718.0,13395.0,1656.0,0.0,0.0,6.0,15.0,40.0,46.0,320.0,2198.0,6123.0,9760.0,13057.0,9720.0,5341.0,1650.0,121.0,3.0,0.0,0.0,6.0,22.0,34.0,60.0,225.0,916.0,3394.0,6887.0,12047.0,12157.0,8383.0,3603.0,646.0,19.0,0.0,1.0,50.58040680780408,4.94856787048568,0.20824218557240026,0.02633968247104826,0.9416165304899223,0.0011223130300996539,7.901006970983447e-10,3.258262905732921e-13,1.1858759792755244e-12,-3.8150746139446726e-25,-1.9427487466563325e-17,6.307395829029047e-25,ISIC_0025696_orig.jpg,akiec,0
0.0,0.0,2.0,20.0,14.0,16.0,105.0,548.0,3501.0,10643.0,21092.0,12263.0,196.0,0.0,0.0,0.0,0.0,5.0,34.0,146.0,455.0,1713.0,4572.0,10031.0,16577.0,12075.0,2787.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0,157.0,448.0,1467.0,2898.0,4526.0,8307.0,11743.0,9795.0,6106.0,2624.0,302.0,0.0,0.0,0.0,27.035512660855133,3.331361560813616,0.2887367224385997,0.0350381122960835,0.9629867030002838,0.0011191469562575912,2.901580791147058e-11,2.306087700163344e-13,4.214838815196918e-13,-1.3114263933511341e-25,2.0486009502690633e-19,-8.287425865262093e-27,ISIC_0025350_orig.jpg,akiec,0
20.0,9.0,14.0,13.0,18.0,84.0,377.0,964.0,3138.0,7111.0,11530.0,14512.0,9563.0,1047.0,0.0,0.0,30.0,18.0,81.0,253.0,882.0,2687.0,6511.0,11330.0,12812.0,9809.0,3611.0,376.0,0.0,0.0,0.0,0.0,26.0,22.0,100.0,270.0,802.0,2064.0,4836.0,7860.0,10949.0,10423.0,7571.0,3029.0,447.0,1.0,0.0,0.0,57.94645080946451,5.3211290992112925,0.19087632868560522,0.024329032146860125,0.9449115508104922,0.0010989942001881454,5.967654898971623e-10,1.7392975341203148e-12,7.184070190613305e-13,2.3727017496078487e-25,1.6703909439531134e-17,7.671980017496371e-25,ISIC_0028370_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2437.0,7771.0,11935.0,14588.0,10110.0,1341.0,0.0,0.0,0.0,0.0,1.0,511.0,2920.0,3430.0,4984.0,10413.0,9310.0,7612.0,6588.0,2619.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,221.0,1099.0,2402.0,2641.0,3636.0,8048.0,8223.0,7536.0,7835.0,5430.0,1315.0,2.0,0.0,17.681133250311326,3.115172270651722,0.2884506198213755,0.02874746923153571,0.9877361240136332,0.001170353800099937,1.7281756802711257e-09,2.4792452946622912e-12,5.657296061552156e-12,1.5107675742642524e-23,-1.597268896019558e-16,-1.4854448271610376e-23,ISIC_0030175_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,196.0,2141.0,2244.0,2907.0,8030.0,14872.0,9116.0,4504.0,3737.0,653.0,0.0,0.0,0.0,29.0,306.0,2684.0,4847.0,8805.0,11298.0,9049.0,4931.0,2760.0,2465.0,1226.0,0.0,0.0,0.0,0.0,0.0,42.0,332.0,2237.0,3722.0,6633.0,10339.0,9893.0,7319.0,3579.0,2459.0,1737.0,108.0,0.0,0.0,0.0,29.75319634703197,3.6138439186384397,0.2870754143647353,0.027149015434243154,0.9822093397967374,0.0013011691914369757,9.280810952849383e-09,6.218152898461823e-12,1.1661297138432544e-11,7.059212512395766e-23,9.376035480746466e-16,6.983781918293275e-23,ISIC_0030714_orig.jpg,akiec,0
0.0,39.0,70.0,118.0,170.0,222.0,317.0,432.0,572.0,868.0,1446.0,2580.0,3540.0,4316.0,13212.0,20498.0,1084.0,797.0,960.0,1123.0,1338.0,1660.0,1965.0,1964.0,1551.0,1959.0,3450.0,6306.0,11863.0,11409.0,971.0,0.0,1384.0,1318.0,1324.0,1409.0,1446.0,1475.0,1510.0,1263.0,1162.0,1320.0,1910.0,2916.0,6132.0,13160.0,10121.0,550.0,122.93752594437531,5.943295973432961,0.24486429038600527,0.032086556713144025,0.9756822273564034,0.000991947190978732,1.776255372969698e-09,1.1355811552457894e-12,3.727022330413953e-13,-7.86393604009882e-26,1.1466983955562583e-17,2.293598611674323e-25,ISIC_0025948_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,277.0,2344.0,10998.0,19327.0,10902.0,4534.0,0.0,0.0,0.0,0.0,0.0,3.0,227.0,2020.0,5603.0,9195.0,14131.0,10758.0,6307.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,395.0,2223.0,4836.0,9202.0,13190.0,9592.0,7152.0,1771.0,23.0,0.0,0.0,16.297924449979245,2.870402656704027,0.3162811211477245,0.034829556848099075,0.9790525344462352,0.000920827975996959,5.296639481600797e-10,1.3849350304365978e-12,3.998670393919695e-13,-9.065520898651578e-26,6.6680363307241525e-18,-2.834239163211801e-25,ISIC_0025358_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,120.0,1319.0,4349.0,6914.0,16306.0,16420.0,2569.0,391.0,0.0,0.0,2.0,80.0,717.0,2344.0,3902.0,4902.0,7125.0,12385.0,10614.0,4149.0,1720.0,422.0,21.0,17.0,0.0,0.0,2.0,54.0,734.0,2056.0,2850.0,4040.0,5757.0,9326.0,10249.0,6146.0,3234.0,2311.0,1036.0,605.0,36.816251556662515,4.251203819012038,0.23896822712652058,0.02802092075780357,0.9730158899365527,0.001040281355027526,3.9292057770004584e-10,4.540244681580236e-13,4.1385137405265735e-13,1.1007110387842522e-25,7.865665292659202e-18,-1.4165560356026893e-25,ISIC_0033705_orig.jpg,akiec,0
0.0,0.0,0.0,11.0,16.0,44.0,215.0,527.0,976.0,2059.0,3952.0,6935.0,10134.0,14155.0,8447.0,929.0,1.0,66.0,473.0,801.0,1178.0,2148.0,3794.0,5451.0,6467.0,9140.0,9539.0,6127.0,2843.0,369.0,3.0,0.0,89.0,642.0,991.0,1179.0,1815.0,2990.0,4155.0,5236.0,6097.0,6777.0,6805.0,5833.0,3625.0,1559.0,586.0,21.0,65.01390618513908,5.288252386882524,0.21108296629972717,0.02215446214472156,0.9711699504484622,0.0010435309704934755,2.3529131599619248e-09,2.0793209292981528e-13,1.4604613118906455e-12,-7.4367541954713175e-25,-5.860905283742882e-17,3.07690453648068e-25,ISIC_0028231_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,1.0,46.0,155.0,617.0,1274.0,2450.0,3516.0,4230.0,6044.0,20576.0,9432.0,59.0,0.0,1.0,8.0,68.0,353.0,1227.0,2449.0,3482.0,3413.0,3965.0,6449.0,10589.0,13787.0,2568.0,39.0,2.0,0.0,1.0,22.0,133.0,560.0,1363.0,2764.0,3349.0,3057.0,3399.0,5506.0,8927.0,11142.0,6740.0,1397.0,40.0,113.48866749688668,5.874802822748028,0.23568062432309597,0.029578848966458956,0.9449113460620429,0.0009903621358203,1.3775666883794194e-10,2.999354195581937e-14,8.919302775733479e-13,-1.3764648719988386e-25,2.559562796852667e-19,4.833051187166474e-26,ISIC_0033084_orig.jpg,akiec,0
0.0,5.0,46.0,98.0,125.0,242.0,358.0,557.0,758.0,1522.0,3962.0,13160.0,23129.0,4438.0,0.0,0.0,34.0,134.0,247.0,422.0,671.0,1371.0,3069.0,8526.0,17920.0,12624.0,3360.0,22.0,0.0,0.0,0.0,0.0,0.0,110.0,170.0,285.0,449.0,1245.0,2481.0,3308.0,8063.0,14027.0,12813.0,4841.0,608.0,0.0,0.0,0.0,17.171897052718975,2.850809464508095,0.31541176065036414,0.041063774973664334,0.9816239470747865,0.001049540622207781,7.119938004069029e-10,3.6421913700249834e-12,3.3359019401084235e-13,3.5899562624600807e-25,7.109925671352482e-18,-7.95625704432564e-26,ISIC_0026388_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,508.0,1371.0,1994.0,3192.0,4843.0,6744.0,13904.0,15811.0,0.0,0.0,0.0,19.0,572.0,1764.0,2155.0,3055.0,3917.0,3981.0,4736.0,8396.0,11692.0,7949.0,162.0,2.0,0.0,0.0,25.0,503.0,1828.0,2601.0,3348.0,3812.0,3989.0,4255.0,7147.0,9472.0,9044.0,2362.0,12.0,2.0,29.147052718970528,3.7075757575757575,0.2728976320341932,0.029758440448463753,0.9880052800566357,0.0009644934296164087,1.62033648824605e-09,1.8807792865965446e-13,8.994056689562455e-13,-1.1333095532365157e-25,-3.1671133623193245e-17,-3.5212704689059216e-25,ISIC_0024843_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,5.0,43.0,106.0,209.0,661.0,2139.0,18724.0,26511.0,2.0,0.0,0.0,0.0,10.0,114.0,247.0,514.0,1209.0,2576.0,4168.0,13197.0,24694.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,267.0,554.0,980.0,2153.0,3286.0,3625.0,15242.0,20639.0,1596.0,1.0,0.0,0.0,0.0,0.0,9.752469904524698,2.119219593192196,0.40131962514092084,0.06338092760437851,0.982234934420297,0.001117599873228276,1.2975763454034698e-11,2.438883452666595e-13,6.256022934226563e-14,-2.7523698094641618e-27,-7.174107629395875e-20,-7.220790738044442e-27,ISIC_0030245_orig.jpg,akiec,0
0.0,0.0,0.0,12.0,11.0,13.0,26.0,16.0,52.0,403.0,2780.0,9472.0,25017.0,10247.0,351.0,0.0,0.0,0.0,7.0,16.0,29.0,21.0,90.0,497.0,1821.0,7265.0,18435.0,16794.0,3424.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,37.0,99.0,233.0,327.0,1269.0,5268.0,12990.0,17852.0,9343.0,956.0,0.0,0.0,26.702262349522623,2.6279161477791617,0.37110204555828924,0.04791948557097422,0.9393020643388348,0.0009031996482742707,8.905919634607523e-11,9.818534880434015e-14,1.0060470671750397e-13,-3.546430303603828e-27,-8.891678391041315e-19,9.348806012203624e-27,ISIC_0029043_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.0,404.0,19938.0,27974.0,6.0,0.0,0.0,0.0,7.0,67.0,130.0,245.0,1752.0,6124.0,14686.0,20497.0,4830.0,62.0,0.0,0.0,0.0,0.0,4.0,64.0,123.0,132.0,358.0,1421.0,3802.0,9143.0,15365.0,12562.0,5363.0,63.0,0.0,0.0,0.0,28.04991697799917,3.822893316728933,0.2574733559476152,0.03963446049015794,0.9199791575081105,0.0009452530785286307,3.5072069106853434e-11,1.555767619346986e-13,9.371561517394549e-14,-1.0199165836357222e-27,1.8754458019609791e-19,1.1269874568644525e-26,ISIC_0024517_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,24.0,349.0,36900.0,11117.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,23.0,325.0,3541.0,3700.0,18103.0,22574.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,15.0,58.0,421.0,2108.0,3256.0,5737.0,18720.0,17546.0,520.0,0.0,0.0,6.179638854296389,1.7079493565794932,0.45059284938305905,0.07330420587600536,0.9744069319999005,0.0009306467546789537,7.88753578933376e-11,4.256143980320205e-14,1.2667506941450023e-13,-8.934011843561234e-27,-9.98798812262136e-19,2.5880695641298283e-27,ISIC_0024946_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,22.0,423.0,3465.0,11411.0,28679.0,4379.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,205.0,1538.0,7408.0,15712.0,18263.0,4954.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,282.0,847.0,3377.0,8022.0,15498.0,15406.0,4774.0,163.0,0.0,0.0,0.0,17.258655043586554,2.905479452054795,0.31319882513747305,0.04293270326314617,0.9572483942331143,0.0009420394775685715,2.812172341452101e-10,1.2283185348260925e-13,9.452279700460653e-16,2.9458895506866514e-30,-1.5845004895090847e-20,9.7496478319099e-30,ISIC_0025808_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,102.0,384.0,6132.0,38214.0,3515.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0,355.0,2532.0,6249.0,16409.0,15799.0,6909.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,456.0,2160.0,3502.0,6386.0,18643.0,14090.0,3126.0,23.0,0.0,0.0,0.0,0.0,11.080095475300956,2.3239726027397265,0.37478124552082437,0.049632375113053656,0.971683937606774,0.0010651748254637368,1.1379728176808007e-10,1.2117157190011014e-12,9.976772869975957e-13,1.09694561961639e-24,4.673181214665824e-18,-1.4897843799847764e-27,ISIC_0027829_orig.jpg,akiec,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1350.0,4208.0,8349.0,16322.0,15235.0,2923.0,1.0,0.0,0.0,0.0,1.0,17.0,118.0,720.0,3306.0,6937.0,10410.0,11171.0,8930.0,5938.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,128.0,435.0,1843.0,4197.0,6775.0,10130.0,9908.0,8167.0,5247.0,1533.0,16.0,27.848381070983805,3.7782689912826894,0.2592721861330515,0.028205865683710883,0.9725243716375056,0.0009270020496727257,3.690966231817666e-10,3.9205393824155564e-13,1.146721551391713e-12,7.681908877528884e-25,-2.1531019309176078e-17,3.260024250036922e-26,ISIC_0029025_orig.jpg,akiec,0
